movieid;country;addition;time
2154596;N;(Slamdance Film Festival);80
2154596;USA;N;77
2154607;N;N;96
2154630;N;N;86
2154663;N;N;118
2155643;N;N;96
2155689;N;N;104
2156231;N;N;88
2156364;N;N;113
2156478;N;N;112
2157118;N;N;125
2157273;USA;N;198
2157724;N;N;114
2158286;N;N;90
2159085;N;N;93
2159258;N;N;130
2159513;N;N;104
2159513;Germany;N;92
2159587;N;N;106
2160048;N;N;90
2160048;N;(alternate version);94
2160308;N;N;98
2160428;N;N;139
2160436;N;N;108
2160769;N;N;94
2161122;N;N;99
2161144;N;N;9
2161615;N;N;73
2162013;N;N;135
2162109;N;N;98
2162109;USA;N;102
2162762;N;N;140
2162869;N;N;127
2162994;N;N;98
2163340;N;N;97
2163370;N;N;101
2163581;N;N;105
2164115;N;N;120
2164115;Argentina;N;121
2164174;N;N;108
2164328;N;N;104
2164328;Germany;N;100
2164624;N;N;116
2164939;N;N;99
2164942;N;N;84
2164943;N;N;96
2164944;N;N;87
2165318;N;N;106
2165411;N;(international version);86
2165411;N;N;96
2165624;N;N;178
2165627;USA;N;122
2165666;N;N;113
2165721;N;N;105
2165765;N;N;93
2165832;N;N;108
2166642;N;N;95
2167372;USA;N;72
2167489;N;N;95
2168103;N;N;105
2168109;N;N;115
2168207;N;N;98
2168282;USA;N;80
2168361;N;N;127
2168402;N;N;97
2168965;N;N;144
2168965;Spain;N;126
2169199;N;N;111
2169865;N;N;131
2169876;N;N;127
2170415;N;N;108
2170555;N;N;117
2170610;N;N;105
2170610;USA;N;101
2170625;N;(DVD edition) (2002 Murnau Foundation 75th aniversary restored version);119
2170625;N;(2010 restored version);145
2170625;N;N;153
2170625;N;(Giorgio Moroder version);80
2170625;Germany;(premiere cut);210
2170625;Germany;(re-release version);93
2170625;USA;(25 fps) (1927 cut version);114
2170625;USA;(2002 Murnau Foundation 75th aniversary restored version);123
2170643;N;N;98
2171511;N;N;92
2171589;N;N;137
2171762;N;N;105
2171907;N;N;105
2171943;N;N;133
2172334;N;N;102
2172541;N;N;80
2172541;Japan;N;73
2172808;N;N;113
2172829;N;N;121
2172947;N;N;126
2173027;N;N;155
2173296;N;N;98
2173331;N;N;95
2173343;N;N;94
2173343;USA;N;84
2173344;N;N;114
2173361;N;N;95
2173730;N;N;109
2174014;N;N;111
2174318;N;N;110
2174392;N;N;87
2174453;N;N;115
2174775;N;N;105
2174775;N;(director's cut);112
2174948;N;N;124
2174948;Argentina;N;128
2174948;Canada;N;128
2174948;Spain;N;121
2174948;UK;N;128
2175680;N;N;114
2176083;N;N;96
2176086;N;N;114
2176174;N;N;92
2176789;N;N;107
2177244;N;N;103
2177836;N;N;101
2177836;Argentina;N;101
2177839;Norway;(video version);95
2177839;USA;N;100
2177959;N;N;114
2177983;N;N;110
2177992;N;N;123
2178276;N;N;123
2178276;West Germany;N;107
2178807;N;N;101
2179017;N;N;97
2179406;N;N;129
2179406;USA;N;130
2179939;N;N;87
2180060;N;N;75
2180670;N;N;123
2180670;Germany;N;113
2180698;N;N;102
2181096;N;N;129
2181493;N;N;104
2181690;N;N;80
2181898;N;N;97
2181907;N;N;103
2181907;Canada;(Ontario);110
2182213;N;N;113
2182213;West Germany;(cut version);105
2182361;N;N;134
2182564;N;N;124
2182564;West Germany;N;110
2183016;N;N;96
2183016;Argentina;N;95
2183016;Israel;N;92
2183254;N;N;91
2183622;N;N;66
2183643;N;N;105
2183675;N;N;126
2183726;N;N;102
2184999;N;N;101
2185015;N;N;95
2185038;N;N;102
2185767;N;N;114
2186706;N;N;98
2186706;Germany;N;93
2187505;N;N;95
2187739;N;N;91
2187886;N;N;143
2187957;N;N;103
2187965;N;N;114
2188028;N;N;87
2188074;N;N;91
2188074;Argentina;N;91
2188074;Argentina;N;92
2188117;N;N;92
2188295;N;N;119
2188332;N;N;129
2188332;West Germany;(TV);120
2188440;N;N;98
2188458;N;N;96
2188547;N;N;105
2188553;N;N;97
2188633;N;N;125
2188696;N;N;134
2188708;N;N;125
2188768;N;N;105
2188978;N;N;111
2189533;N;N;90
2189721;N;N;88
2189721;Philippines;N;85
2189833;N;N;107
2189969;N;N;117
2190062;N;N;112
2190354;N;N;99
2190371;N;N;87
2190371;Argentina;N;88
2190603;N;N;107
2190603;Argentina;N;108
2190734;N;N;122
2190795;N;N;104
2190795;Argentina;N;102
2190795;USA;(TCM print: British version);100
2190795;USA;N;92
2190803;N;N;95
2190803;Germany;N;90
2190900;N;N;106
2190982;N;N;107
2191385;N;N;104
2191428;N;N;124
2191929;N;N;95
2191997;N;N;132
2192642;N;N;105
2192654;N;(1998 version);80
2192733;N;N;3
2192747;N;N;96
2192747;USA;N;102
2192782;N;N;85
2192913;N;N;97
2192973;N;N;120
2193169;N;N;95
2193264;N;N;170
2193276;N;N;128
2193388;N;N;94
2193407;N;N;92
2193422;N;N;101
2193721;N;N;103
2194143;N;N;103
2194153;N;N;117
2194168;N;N;98
2194362;N;N;94
2194362;USA;(2005 DVD release);90
2194363;N;N;92
2194471;Argentina;N;93
2194471;Germany;N;93
2194471;USA;N;89
2194580;N;N;105
2194791;N;N;104
2195009;N;N;94
2195009;West Germany;(video);80
2195233;Finland;N;88
2195233;UK;N;87
2195417;N;N;97
2196039;N;N;121
2196060;N;N;73
2196068;N;N;110
2196132;N;N;119
2196454;N;N;125
2196886;N;N;118
2196886;France;(color version);103
2197021;N;N;94
2197407;N;N;82
2199194;N;N;78
2199218;N;N;93
2199868;N;N;131
2199868;South Korea;N;112
2199969;N;N;83
2200121;N;N;95
2201125;N;N;92
2201311;N;N;98
2201727;N;N;159
2202537;N;N;111
2202732;N;N;118
2202732;USA;(director's cut);122
2202880;N;N;107
2204067;N;N;94
2204067;Sweden;(cut version);86
2204532;N;N;120
2204532;USA;(TV version);183
2205117;N;N;75
2205227;N;N;112
2205327;N;N;106
2206238;N;N;97
2206242;N;N;121
2206516;N;N;107
2206541;N;N;105
2206656;N;N;101
2206740;N;N;86
2207203;N;N;98
2207291;N;N;112
2207291;Australia;(video);107
2207384;N;N;93
2207954;N;N;121
2208048;N;N;98
2208084;N;N;104
2208430;N;N;92
2208474;N;N;93
2208962;N;N;90
2209075;Germany;N;70
2209075;USA;N;67
2209608;N;N;113
2209608;USA;(director's cut);118
2209821;N;N;106
2209901;N;N;84
2210137;N;N;95
2210139;N;N;88
2210139;Germany;(cut version);85
2210196;N;N;96
2210254;N;N;129
2210356;N;N;99
2210519;N;N;99
2210617;N;N;101
2210872;N;N;118
2211077;N;N;128
2211223;N;N;100
2211223;Canada;(Ontario);98
2211282;N;(DVD);112
2211282;N;N;117
2211282;Argentina;N;102
2211336;N;N;103
2211395;N;N;113
2211751;N;N;110
2212209;N;N;192
2212209;USA;(director's cut);212
2212660;N;N;118
2212660;South Korea;N;103
2212954;N;N;96
2213122;N;N;106
2213622;N;N;102
2213866;N;N;114
2214546;N;N;110
2216031;N;N;101
2216031;Portugal;N;89
2216031;UK;N;102
2216145;N;N;87
2216176;N;N;119
2216295;N;N;90
2216295;Argentina;N;89
2216295;UK;N;88
2216295;USA;N;88
2216316;N;N;136
2216640;N;N;97
2216642;N;(1994 restored version projected at 20 fps);84
2216642;N;N;94
2216642;Belgium;N;85
2216642;Spain;(VHS version);65
2216642;Spain;(DVD edition);92
2216642;Sweden;(DVD version);84
2216642;UK;(1997 restored version);88
2216642;USA;N;81
2217530;N;N;94
2217636;Argentina;N;86
2217636;Colombia;N;83
2217636;UK;N;85
2217636;USA;N;86
2217693;N;N;118
2217718;N;N;108
2217782;N;N;101
2217888;N;N;124
2218486;N;N;100
2218524;N;N;82
2219070;N;N;106
2219442;N;N;63
2219779;N;N;110
2219992;N;N;106
2219992;USA;(unrated director's cut);109
2220554;N;N;103
2221102;N;N;91
2221102;Argentina;N;94
2221102;Spain;N;94
2221102;UK;N;90
2221102;USA;N;90
2222143;N;N;110
2224890;N;N;108
2225574;N;N;83
2225605;USA;N;103
2225624;N;N;115
2226062;N;N;82
2226062;Argentina;N;95
2226103;N;N;89
2227800;Australia;N;91
2227800;Russia;N;87
2227800;Spain;N;96
2228369;N;N;83
2228704;N;N;74
2228754;N;N;153
2229516;N;N;96
2229633;N;N;109
2229656;N;N;142
2229787;N;N;107
2229787;USA;(re-edited version);98
2230251;N;N;134
2230732;N;N;94
2230871;N;N;98
2230917;N;N;108
2231247;N;N;229
2231247;N;(2012);259
2231247;USA;(re-cut);139
2231307;N;N;115
2231336;N;N;102
2231697;N;N;93
2231855;N;N;119
2231882;N;N;105
2231896;N;N;108
2231909;N;N;133
2232226;N;N;90
2232255;N;N;89
2232299;USA;N;121
2232552;N;N;102
2232980;N;N;90
2233001;N;N;127
2233552;N;N;106
2233759;N;N;121
2233885;N;N;115
2233885;Finland;N;104
2233885;France;N;108
2234951;Australia;N;104
2234951;Norway;N;104
2234951;Spain;N;100
2234951;USA;N;104
2235378;N;N;107
2235378;Finland;N;104
2235600;N;N;85
2235600;USA;(1972 reissue);75
2235600;USA;N;83
2236433;N;N;124
2236640;N;N;94
2236640;Hong Kong;N;92
2236640;USA;(cut version);92
2236888;N;N;99
2237013;N;N;94
2237801;N;N;132
2238427;Italy;N;118
2238483;N;N;123
2238595;N;N;94
2239654;N;(Hypercube restored version);89
2239654;N;N;90
2239941;N;N;161
2240178;N;N;123
2240406;N;N;97
2240516;N;N;106
2240566;N;N;127
2240849;N;N;100
2240934;N;N;100
2240936;N;N;96
2241542;N;N;87
2241805;N;N;92
2242954;N;N;102
2243968;N;N;82
2244080;N;N;111
2244271;N;N;115
2244488;N;N;114
2245091;N;N;122
2245138;N;N;100
2245138;Switzerland;(Locarno Film Festival);112
2246169;China;N;111
2246169;UK;N;115
2246675;N;N;151
2247345;N;N;150
2247366;N;(FMC Library Print);114
2247366;N;N;122
2247594;UK;N;93
2247913;N;N;85
2248232;N;N;124
2248438;N;N;71
2248473;N;N;75
2248574;N;N;112
2248580;N;N;147
2249442;N;N;94
2250014;N;N;115
2250495;N;N;135
2250593;N;N;91
2250599;N;N;105
2250599;Finland;N;101
2250599;Germany;(TV version);96
2251093;N;N;115
2251197;Argentina;N;119
2251197;India;(within Bengal);122
2251241;N;N;88
2251547;N;N;117
2251761;N;N;172
2251833;N;N;95
2252075;N;N;91
2252075;Switzerland;N;90
2252158;N;N;93
2252158;Australia;(cut);90
2252485;UK;N;90
2252917;N;N;95
2253153;N;N;87
2253332;N;N;90
2253441;N;N;101
2253441;USA;(cut version);86
2253567;N;N;103
2254216;N;N;99
2254219;N;N;108
2254219;UK;(cut version);108
2254327;N;N;119
2255035;N;N;132
2255064;N;N;99
2255408;N;N;81
2256004;N;N;88
2256605;N;N;107
2257031;N;N;103
2257033;N;N;100
2257129;N;N;128
2257129;Argentina;N;130
2257265;N;N;77
2257381;N;N;101
2257901;N;N;88
2257904;N;N;97
2257905;N;N;91
2257905;UK;(DVD);86
2257906;N;N;90
2258068;N;N;96
2258068;Argentina;N;92
2258079;N;N;90
2258163;N;N;89
2258248;N;N;123
2258328;N;N;125
2258588;N;N;107
2258957;N;N;93
2258958;N;N;84
2259483;N;N;115
2259483;USA;(DVD version);113
2259508;N;N;115
2259508;Australia;(1998 director's cut);107
2259556;N;N;95
2259556;N;N;98
2259586;N;N;105
2259786;N;N;22
2261350;N;N;93
2261350;Argentina;(re-release);108
2261350;Australia;(re-release);106
2261350;UK;(re-release);104
2261350;USA;(re-release);108
2261353;N;N;95
2261598;N;N;88
2261929;N;N;94
2261929;USA;(TV version);106
2262428;N;N;80
2262464;N;N;109
2262464;USA;(unrated version);112
2262957;N;N;111
2263106;N;N;79
2263331;N;N;112
2263331;Argentina;N;115
2263331;Spain;(DVD edition);107
2263670;N;N;120
2263826;N;N;124
2264538;N;N;94
2264538;Netherlands;N;91
2264538;Philippines;N;90
2264592;N;N;121
2264815;N;N;124
2265148;N;N;118
2265148;Argentina;N;115
2265148;France;N;115
2265148;Hungary;N;110
2265148;UK;N;118
2265188;N;N;121
2265188;UK;N;124
2265452;N;N;99
2265771;N;N;81
2265771;USA;(10th Anniversary edition);84
2266198;N;N;109
2266555;N;N;85
2266574;Argentina;N;90
2266574;USA;(R-rated version);88
2266574;USA;(unrated version);93
2266575;N;N;106
2266575;USA;(unrated version);108
2266691;N;N;75
2266691;Germany;N;95
2266891;N;N;102
2266891;USA;N;99
2267111;N;N;96
2267114;N;N;87
2267116;N;N;83
2267118;N;N;88
2267120;N;N;90
2267121;N;N;84
2267434;N;N;105
2267673;N;N;134
2267777;N;N;114
2267780;N;(original cut);130
2267780;N;N;91
2267781;N;N;98
2268063;N;N;97
2268776;N;N;114
2268776;UK;N;97
2269366;N;N;97
2269410;N;N;94
2269426;N;N;98
2269444;N;N;92
2270182;N;N;111
2270749;Argentina;N;120
2270749;France;N;127
2270749;UK;N;118
2270749;USA;(cut);80
2271178;N;N;86
2271822;N;N;111
2271870;N;N;89
2272308;N;N;104
2272532;N;N;103
2273044;N;N;107
2273048;N;(vcd);103
2273048;N;N;108
2273048;Germany;(TV version) (FSK 18 version) (heavily cut);93
2273174;N;N;106
2273896;N;N;90
2274575;N;N;119
2274575;USA;(director's cut);125
2274590;N;N;96
2274790;N;N;118
2274852;N;N;111
2274949;N;N;105
2274949;Argentina;N;98
2274949;USA;N;98
2275139;N;N;129
2275181;N;N;143
2275543;N;N;91
2275543;Japan;N;97
2275543;Philippines;N;92
2275635;N;N;167
2275709;N;N;97
2276353;N;N;109
2276841;N;N;109
2276914;N;N;89
2277269;N;N;100
2277334;N;N;130
2277505;N;N;81
2277506;USA;N;90
2278340;N;N;63
2278576;N;N;89
2278585;N;N;92
2279852;N;N;133
2280097;N;N;109
2280097;Germany;(cut);108
2280098;N;N;105
2280101;N;N;95
2280125;N;N;113
2280126;N;N;93
2280126;Australia;N;90
2280376;N;N;90
2280997;N;N;154
2280997;USA;(special edition);168
2281105;N;N;102
2281160;N;N;86
2281612;USA;N;4
2282360;N;N;124
2282360;Finland;N;119
2285092;N;N;80
2285138;N;N;85
2285139;N;N;97
2285647;N;N;100
2285647;Germany;N;108
2285997;N;N;86
2285997;Germany;N;74
2286681;N;N;133
2287637;N;N;100
2288084;N;N;88
2288257;N;N;108
2288625;N;N;129
2288828;N;N;115
2288908;N;N;72
2288969;N;(Turner library print);94
2289039;N;N;133
2289215;N;N;90
2289279;N;N;115
2289279;Australia;(DVD);119
2289279;Canada;(Ontario);113
2289300;N;N;94
2290129;N;N;102
2290129;Finland;(1988) (heavily cut) (VHS version);87
2290136;N;N;96
2290316;N;N;162
2290489;N;N;133
2290562;N;N;90
2290793;N;N;121
2290793;USA;(special edition);139
2291501;N;N;114
2291903;N;N;101
2291994;N;N;79
2292109;Germany;(uncut version);86
2292109;USA;N;89
2292470;N;(unrated version);86
2292470;USA;(R-rated version);95
2292610;N;N;100
2292773;N;N;107
2292920;N;N;108
2293200;N;N;99
2293416;N;N;112
2293483;N;(cut);76
2293483;N;N;84
2293500;N;N;130
2293587;N;N;111
2293915;N;N;91
2294497;N;N;122
2294518;N;N;114
2294990;N;N;98
2295106;N;N;89
2295575;N;N;195
2296145;N;N;52
2296438;N;N;72
2296667;N;N;104
2296667;N;(director's cut);124
2296892;N;N;182
2296892;France;(director's cut);175
2296987;Germany;N;90
2296987;USA;N;94
2297049;N;N;110
2297404;N;N;113
2297404;USA;(Director's Cut DVD);120
2297836;N;N;128
2298189;N;N;15
2298460;N;N;92
2298603;N;N;80
2298717;N;N;105
2298804;N;N;102
2299047;N;N;99
2299492;N;N;117
2299646;N;N;102
2299999;N;N;91
2300104;N;N;95
2300162;N;N;80
2300333;N;N;115
2300351;N;N;113
2300351;Finland;(cut);109
2300351;Finland;(uncut);110
2300354;N;N;111
2300450;N;N;101
2300450;USA;N;101
2300450;USA;N;102
2301991;Canada;(Ontario);81
2301991;UK;N;92
2301991;USA;N;83
2302051;N;N;104
2302418;N;N;90
2302526;N;N;138
2302526;N;(director's cut);148
2302661;N;N;102
2303621;N;N;90
2303953;N;N;92
2304264;N;N;125
2304264;USA;N;129
2304330;N;N;98
2305025;N;N;95
2305025;Finland;N;90
2305197;N;N;93
2305197;USA;(unrated version);94
2305466;UK;N;96
2305466;USA;N;96
2305587;N;N;139
2305931;N;N;83
2305974;N;N;104
2305976;N;N;143
2305976;USA;(extended edition);155
2306194;N;N;102
2306194;Finland;(heavily cut);91
2306194;Germany;(cut version);78
2306194;Norway;(cut version);98
2306194;USA;(unrated director's cut);103
2306197;Germany;(FSK 16 version);82
2306197;USA;N;117
2306201;N;N;104
2307015;N;N;13
2307071;N;N;77
2307228;N;N;119
2307246;N;N;119
2307247;N;N;99
2307248;N;N;91
2307289;N;N;104
2307534;N;N;91
2307985;N;N;119
2308229;N;N;118
2308229;Portugal;(cut version);117
2308305;N;N;84
2308305;USA;(unrated version);99
2308476;N;N;106
2308720;N;N;120
2308725;N;N;100
2308725;Argentina;N;106
2308725;Japan;N;110
2308725;Spain;N;104
2308730;N;N;115
2308758;N;N;138
2308758;UK;(initial release);149
2308889;N;N;94
2308889;South Korea;N;88
2308916;N;N;92
2309076;N;N;122
2309334;Argentina;N;115
2309334;USA;N;115
2309427;N;N;108
2309617;N;N;80
2310074;N;N;98
2310119;N;N;136
2310159;N;N;117
2310222;N;N;95
2310222;Colombia;N;92
2310236;N;N;140
2310265;N;N;97
2310722;Spain;N;100
2310722;UK;N;104
2310722;USA;N;104
2310724;N;N;104
2310851;N;N;97
2310980;N;N;121
2311011;N;N;101
2311879;N;N;114
2311916;N;N;89
2312022;N;N;114
2312345;N;N;128
2312692;N;N;93
2312692;Germany;N;88
2312819;N;N;99
2312819;Germany;N;100
2312852;N;N;116
2312897;N;N;111
2313047;N;N;91
2313093;N;N;107
2313464;N;N;98
2313464;Spain;(DVD edition);93
2313519;N;N;93
2313912;N;N;93
2314869;N;N;96
2315269;N;N;97
2315269;Argentina;(Mar del Plata Film Festival);98
2316009;N;N;76
2316009;West Germany;N;90
2316029;N;(copyright length);109
2316046;N;N;113
2316049;N;N;127
2316115;N;N;120
2316742;N;N;119
2316800;N;N;88
2316801;N;N;98
2318730;USA;(video release);42
2318736;France;N;98
2318736;UK;N;97
2319753;Argentina;(Buenos Aires Festival Internacional de Cine Independiente);120
2319753;Canada;N;128
2319753;France;N;127
2319753;Japan;N;127
2319753;Sweden;N;129
2319753;USA;N;116
2320925;N;N;113
2321221;N;N;105
2321373;N;N;107
2321444;N;N;110
2321444;West Germany;(cut version);93
2321525;N;N;97
2321649;Argentina;N;105
2322051;N;N;117
2322051;Argentina;N;115
2323351;N;N;88
2324074;N;N;93
2324123;N;N;169
2324198;N;N;103
2324198;Argentina;N;104
2324383;N;N;100
2325153;N;N;88
2325529;N;N;157
2325646;N;N;101
2325897;N;N;195
2325897;Turkey;(TV version);185
2325936;N;N;96
2325949;N;N;127
2326309;N;N;121
2327740;N;N;111
2327740;Germany;N;103
2327746;N;N;120
2327747;N;N;116
2327816;N;N;108
2328405;N;N;81
2328405;Germany;N;78
2328488;N;N;101
2328882;N;N;127
2329335;N;N;109
2329335;Canada;(Ontario);93
2329715;N;N;105
2330057;N;N;86
2330470;N;N;142
2330470;USA;N;136
2332489;N;N;127
2333344;N;N;91
2333494;N;N;136
2333527;N;N;93
2333527;Argentina;N;96
2333527;France;N;108
2333527;Spain;N;95
2334512;N;N;95
2334625;N;N;130
2334625;Spain;N;113
2334876;N;N;88
2335038;N;N;123
2335264;N;N;93
2335400;N;N;56
2335431;N;N;118
2335622;N;N;136
2336864;N;N;100
2337754;N;N;93
2338199;N;N;103
2338375;N;N;108
2338484;N;N;131
2338484;Canada;(Ontario);115
2338685;N;N;89
2338685;France;N;98
2338707;N;N;100
2338708;N;N;99
2338711;N;N;112
2338714;N;N;104
2338941;N;N;87
2338963;N;N;123
2339096;N;N;109
2339103;N;(cut version);119
2339103;N;N;136
2339111;N;N;92
2339246;N;N;109
2339347;N;N;118
2339347;West Germany;(cut version);90
2339477;N;N;110
2339491;N;N;97
2340287;Argentina;N;104
2340287;Canada;N;103
2340287;USA;N;102
2341003;N;N;95
2341046;N;N;84
2341046;USA;(director's cut);88
2341100;N;N;100
2341160;N;N;96
2341171;N;N;99
2341509;Argentina;N;100
2342997;N;N;105
2344403;N;N;109
2344403;UK;(DVD version);99
2344403;USA;N;103
2344573;N;N;105
2344573;Argentina;N;106
2344573;USA;N;87
2344675;N;N;187
2344675;Argentina;N;190
2345354;N;N;128
2345354;USA;(NC-17 version);131
2345742;N;N;100
2345742;USA;(1999);89
2346707;N;N;86
2346713;N;N;100
2346713;UK;N;128
2346939;N;N;112
2346939;Australia;N;110
2348226;USA;N;101
2349123;N;N;114
2349163;N;N;85
2349163;Argentina;N;90
2349269;N;N;106
2349269;Germany;(TV version);101
2349430;N;N;94
2349784;N;N;113
2350234;N;N;103
2350339;N;N;107
2350378;N;N;99
2350992;N;N;98
2350992;Canada;N;94
2351245;N;N;100
2351246;N;N;107
2351693;N;N;98
2351717;N;N;112
2351845;N;N;97
2351885;N;(TCM print);62
2351904;N;N;91
2351925;N;N;93
2352948;USA;N;100
2353641;N;N;100
2353781;N;N;78
2353895;N;N;85
2353900;N;N;90
2354011;N;N;93
2354011;Germany;(TV version);87
2354219;N;N;88
2354219;USA;(DVD version);84
2354226;N;N;89
2354247;N;N;147
2354271;N;N;75
2354392;N;N;105
2354392;Turkey;(TV version);93
2354396;N;N;88
2354438;N;N;91
2354464;N;N;105
2354674;N;N;99
2354792;N;N;135
2354792;USA;(director's cut);148
2354959;N;N;108
2355275;N;N;75
2355275;USA;N;90
2355276;N;N;87
2355303;N;N;91
2355303;Argentina;N;92
2355555;N;N;108
2355625;N;N;108
2355625;USA;N;110
2355661;N;N;94
2355719;N;N;77
2355904;N;N;96
2356134;N;N;121
2356224;N;N;112
2356287;N;N;89
2356460;N;(2 parts);298
2356755;N;N;98
2357080;N;N;126
2357080;Canada;(Ontario);118
2357240;N;N;93
2357240;Australia;N;90
2357424;N;N;89
2357437;N;N;127
2357543;N;N;83
2357676;N;N;96
2357807;N;N;79
2357857;N;N;93
2358317;N;N;97
2358980;N;N;101
2359014;N;N;107
2359470;N;N;112
2359470;Japan;(director's cut);118
2359505;N;N;101
2359625;Ireland;N;9
2360108;N;N;94
2360397;N;N;167
2360397;Italy;(first release);115
2360614;UK;N;25
2360614;USA;N;25
2360660;N;N;95
2360675;N;N;120
2360702;N;N;112
2360833;N;N;90
2360833;Argentina;N;96
2360852;N;N;102
2360910;N;N;96
2360973;N;N;106
2361193;N;N;95
2361211;N;N;112
2361281;N;N;93
2361281;USA;(2005 DVD release);89
2361284;N;N;106
2361450;N;N;103
2361456;Brazil;N;94
2361575;N;N;114
2361748;N;N;95
2361778;N;N;80
2361784;N;N;100
2361785;N;N;99
2362113;N;N;80
2362207;N;N;94
2362428;N;N;87
2363015;N;N;150
2363015;Canada;(Ontario);157
2363269;N;N;74
2363269;UK;N;86
2363270;N;N;80
2363738;N;N;115
2363738;Argentina;N;115
2363756;N;N;104
2364254;N;N;91
2364254;Argentina;N;92
2364486;N;N;157
2364486;N;(roadshow version);171
2364498;N;N;81
2364887;N;N;141
2364949;N;N;97
2365078;N;N;130
2365142;N;N;88
2365297;N;N;96
2365518;USA;N;91
2365633;N;N;100
2365831;N;N;84
2365831;Canada;(Ontario);110
2365844;N;(premiere version);184
2365844;N;(theatrical version);184
2365844;Sweden;(1968 re-release);187
2365844;USA;(1967 re-release);161
2365844;USA;(1991 restored version);197
2365920;N;N;96
2365920;USA;(director's cut);98
2366246;N;N;108
2366248;N;N;93
2366248;Spain;N;89
2366368;N;N;99
2366403;N;N;116
2366408;N;N;121
2366649;N;N;111
2366649;Canada;(Ontario);95
2366980;N;N;134
2367023;N;N;93
2367832;N;N;111
2367921;N;N;93
2367930;N;N;124
2369177;N;N;105
2369317;N;N;81
2369519;N;N;102
2369623;N;N;79
2370089;N;N;110
2370089;Canada;(Ontario);108
2370348;N;N;100
2370423;N;N;91
2370472;N;N;110
2370704;N;N;120
2370704;Germany;N;116
2370742;N;N;134
2370742;Argentina;N;135
2370772;N;(2002 DVD);155
2370772;N;N;163
2371045;N;N;57
2371052;N;N;89
2371246;N;N;104
2371502;N;N;101
2371509;N;N;86
2371602;N;N;105
2371603;N;N;119
2371610;N;N;107
2371611;N;(theatrical version);110
2371611;N;N;113
2371648;N;N;111
2371651;N;N;118
2371654;N;N;103
2371692;N;N;132
2371692;USA;(director's cut);136
2371692;USA;(TV version);143
2371705;N;N;113
2371705;USA;(director's cut);116
2371726;N;N;121
2371726;N;(special edition);125
2371778;N;N;136
2371786;N;N;124
2371786;USA;(special edition);127
2371787;N;N;134
2371787;N;(special edition);135
2372012;N;N;89
2372068;N;N;121
2372068;USA;(special edition);128
2372068;USA;(director's cut);130
2372234;N;N;115
2372328;N;N;94
2372407;N;N;129
2373106;N;N;88
2373212;UK;N;113
2373212;USA;N;135
2373221;N;N;107
2373221;Spain;N;106
2373241;N;N;118
2373256;N;N;98
2373364;N;N;8
2373434;N;N;97
2373470;N;N;117
2373470;Spain;N;119
2373573;N;(dvd version);84
2373573;N;N;92
2373941;N;N;124
2374542;Spain;N;99
2374542;UK;N;94
2374542;USA;N;94
2374584;N;N;103
2374677;N;N;109
2374686;N;N;95
2374686;Argentina;N;100
2375093;N;N;99
2375659;N;N;99
2375659;USA;(DVD);94
2375749;N;(VHS);100
2375749;N;N;88
2375846;N;N;87
2375950;N;N;77
2376295;N;N;108
2376870;N;N;145
2377049;N;N;85
2377049;Argentina;N;92
2377127;N;N;89
2377173;N;N;94
2377282;N;N;101
2377282;N;(preview version);103
2377282;Portugal;(cut version);96
2377282;West Germany;N;92
2377877;N;N;102
2378398;N;N;94
2378535;N;N;97
2378594;N;N;102
2378750;N;N;106
2378750;Spain;(extended version);117
2378750;USA;(extended version);126
2378853;N;N;115
2378853;USA;(unrated version);117
2379184;N;N;84
2379184;Spain;(DVD edition);81
2379192;Brazil;N;96
2379192;USA;N;95
2380109;N;N;121
2380932;N;N;111
2380949;Australia;N;80
2380982;N;N;114
2381332;N;N;92
2381332;Argentina;(Mar del Plata Film Festival);92
2381528;N;N;106
2381959;N;N;90
2381959;West Germany;(TV premiere);85
2382368;N;N;142
2382687;N;N;123
2382687;N;(director's cut);147
2383252;N;N;110
2383252;Argentina;N;115
2383252;West Germany;(cut version);104
2383280;N;N;99
2383305;N;N;90
2383350;N;N;181
2383956;N;N;104
2383956;Italy;N;96
2384304;N;N;19
2384418;N;(international version);124
2384418;Germany;(Video Version);89
2384418;USA;(theatrical version);105
2384418;USA;(director's cut);138
2384418;USA;(original cut);150
2384520;N;N;143
2384520;USA;(1980 video release);127
2384520;USA;(2000 restoration);151
2384532;N;N;127
2384532;USA;(Richard Donner Cut);116
2384535;N;N;125
2384536;N;(theatrical version);90
2384536;Finland;(1987);93
2384536;USA;(original cut);134
2384735;N;N;81
2385207;UK;(DVD);80
2385207;UK;(Director's Cut DVD);85
2385207;USA;N;83
2385744;N;N;125
2385772;N;N;96
2386139;N;N;99
2386293;N;N;96
2387087;N;N;91
2387087;Australia;(DVD version);89
2387087;USA;(DVD version);93
2387903;N;N;89
2388125;N;N;95
2388316;N;N;115
2388445;N;N;101
2388540;N;N;112
2388613;N;N;96
2388702;N;N;126
2388790;N;N;118
2388990;N;N;102
2388990;USA;N;101
2389414;N;N;85
2390303;N;N;103
2390631;N;N;92
2390996;N;N;96
2391515;N;N;95
2392001;N;N;96
2392533;N;N;108
2393241;N;N;85
2393853;N;N;92
2393856;N;N;93
2393876;N;N;98
2393957;N;N;89
2394155;N;N;96
2394206;N;N;87
2394293;N;N;98
2394728;N;N;114
2395044;N;N;115
2395044;Argentina;N;126
2395255;N;N;104
2395942;N;N;100
2395953;N;N;80
