movieid;country;addition;time
2571358;N;N;144
2571413;France;N;50
2571413;USA;N;40
2571635;N;N;25
2572280;N;N;101
2572301;N;N;109
2572478;N;N;90
2572635;N;N;82
2572655;N;N;105
2572675;N;N;103
2572978;N;N;107
2573045;N;N;117
2573168;N;N;112
2573677;N;N;125
2574016;N;N;92
2574613;N;N;107
2574730;N;N;108
2574824;N;N;84
2575313;N;N;113
2576718;N;N;87
2576852;China;N;113
2576852;USA;N;113
2577062;USA;N;113
2577075;N;N;191
2577075;USA;(extended edition);212
2577314;N;N;104
2577428;N;N;81
2578162;USA;N;123
2578330;Hong Kong;N;86
2578330;Japan;N;87
2578330;USA;N;90
2578392;N;N;92
2579662;Brazil;N;100
2579662;USA;N;100
2579702;Canada;N;108
2580276;N;N;106
2580619;N;N;90
2580619;USA;N;85
2581228;N;N;106
2581428;N;N;124
2581836;N;N;105
2582703;N;N;126
2582995;USA;N;84
2583382;N;N;119
2583601;N;N;96
2583633;N;N;106
2583695;N;N;107
2583701;N;N;104
2583966;N;N;109
2584115;N;N;80
2584115;USA;N;83
2584311;N;N;100
2585064;N;N;113
2585064;Argentina;N;115
2585507;N;N;110
2586057;N;N;93
2586756;Poland;N;92
2587077;USA;N;83
2587740;N;N;108
2587786;N;N;116
2587976;N;N;98
2590181;N;N;95
2591814;N;N;97
2592334;N;N;104
2592963;N;N;104
2592963;USA;(re-release);83
2592963;USA;N;97
2593112;Germany;N;85
2593112;USA;N;83
2593313;N;N;111
